pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
98.9645,-69.875,90.0,top,J1,,,SDF80J,DIN-6,tht
98.9645,-38.875,90.0,top,J2,,,SDF80J,CPC PLUS VIDEO IN,tht
73.0645,-39.1,0.0,top,J3,,,SJ335083ATR,CPC PLUS AUDIO OUT,tht
84.2445,-62.0,-90.0,top,J4,,,DSUB-15-HD_Socket_Horizontal_P2.29x2.54mm_EdgePinOffset8.35mm_Housed_MountingHolesOffset10.89mm,15KHz VGA OUT,tht
79.1605,-80.0,-90.0,top,J5,,,1560099E,LUM OUT,tht
